City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
78,najran,17.4924,44.1277,95.65,12,1,18.81,SA,05/06/2024
79,kapuskasing,49.4169,-82.4331,48.29,66,75,10.36,CA,05/06/2024
80,mount gambier,-37.8333,140.7667,48.54,94,0,5.37,AU,05/06/2024
81,bathsheba,13.2167,-59.5167,88.41,66,20,19.57,BB,05/06/2024
82,remire-montjoly,4.9167,-52.2667,87.84,79,75,18.41,GF,05/06/2024
83,sakaiminato,35.55,133.2333,63.5,96,100,10.76,JP,05/06/2024
84,hawaiian paradise park,19.5933,-154.9731,68.04,97,75,4.61,US,05/06/2024
85,malvan,16.0667,73.4667,83.98,81,0,13.44,IN,05/06/2024
86,wailua homesteads,22.0669,-159.378,72.03,87,100,16.11,US,05/06/2024
87,smirnykh,49.75,142.8333,29.71,86,100,4.52,RU,05/06/2024
88,udachny,66.4167,112.4,36.45,88,100,19.24,RU,05/06/2024
89,taltal,-25.4,-70.4833,64.2,68,86,4.05,CL,05/06/2024
90,banka,24.8833,86.9167,91.35,41,29,8.77,IN,05/06/2024
91,konin,52.2234,18.2512,63.27,57,100,11.95,PL,05/06/2024
92,new norfolk,-42.7826,147.0587,51.3,93,24,2.33,AU,05/06/2024
93,hawkesbury,45.6001,-74.616,56.05,77,29,7.14,CA,05/06/2024
94,cedar city,37.6775,-113.0619,37.4,70,0,6.91,US,05/06/2024
95,gorontalo,0.5412,123.0595,76.19,98,100,2.68,ID,05/06/2024
96,yinchuan,38.4681,106.2731,69.17,11,0,6.8,CN,05/06/2024
97,ushuaia,-54.8,-68.3,33.46,93,100,3.44,AR,05/06/2024
98,neryungri,56.6709,124.6491,30.18,96,77,3.96,RU,05/06/2024
99,petropavlovsk-kamchatsky,53.0452,158.6483,33.78,78,100,8.01,RU,05/06/2024
100,mugia,43.1041,-9.2179,58.91,75,0,8.41,ES,05/06/2024
101,porto novo,6.4965,2.6036,88.81,63,100,8.88,BJ,05/06/2024
102,kargasok,59.0556,80.8572,36.97,69,64,10.0,RU,05/06/2024
103,enewetak,11.3474,162.3373,81.95,78,98,19.1,MH,05/06/2024
104,kasama,-10.2129,31.1808,70.79,79,92,5.39,ZM,05/06/2024
105,la ronge,55.1001,-105.2842,40.87,78,100,10.49,CA,05/06/2024
106,lerik,38.7726,48.4128,47.84,97,100,2.39,AZ,05/06/2024
107,dunedin,-45.8742,170.5036,42.8,73,69,3.0,NZ,05/06/2024
108,torrington,41.8007,-73.1212,61.43,94,100,4.63,US,05/06/2024
109,ambodifotatra,-16.9833,49.85,78.75,73,12,18.41,MG,05/06/2024
110,yaren,-0.5472,166.916,84.18,76,100,8.28,NR,05/06/2024
111,fale old settlement,-9.3852,-171.2468,85.33,76,100,10.87,TK,05/06/2024
112,cadale,2.7603,46.3222,84.79,76,90,18.19,SO,05/06/2024
113,erenhot,43.6475,111.9767,64.92,15,11,8.95,CN,05/06/2024
114,isla mujeres,21.2311,-86.731,86.16,75,0,13.38,MX,05/06/2024
115,santa cruz,-17.8,-63.1667,83.66,79,75,19.57,BO,05/06/2024
116,turaif,31.6725,38.6637,70.05,28,75,11.5,SA,05/06/2024
117,port lincoln,-34.7333,135.8667,56.75,80,0,12.35,AU,05/06/2024
118,klaksvik,62.2266,-6.589,49.12,87,100,19.28,FO,05/06/2024
119,papao,-17.75,-149.55,78.48,84,19,24.76,PF,05/06/2024
120,pingliang,35.5392,106.6861,59.79,39,37,1.36,CN,05/06/2024
121,tambopata,-12.7333,-69.1833,82.29,78,40,3.44,PE,05/06/2024
122,saint-philippe,-21.3585,55.7679,78.39,71,49,12.37,RE,05/06/2024
123,anadyr,64.75,177.4833,18.1,93,100,4.47,RU,05/06/2024
124,likiep,9.8251,169.3107,81.7,81,100,20.09,MH,05/06/2024
125,eichstatt,48.8833,11.1833,66.61,52,75,11.5,DE,05/06/2024
126,labytnangi,66.6572,66.4183,16.38,89,10,4.74,RU,05/06/2024
127,bredasdorp,-34.5322,20.0403,76.71,28,0,6.51,ZA,05/06/2024
128,badger,64.8,-147.5333,40.91,64,75,3.44,US,05/06/2024
129,sant antoni de portmany,38.9807,1.3036,76.98,57,0,8.05,ES,05/06/2024
130,kaele,10.1092,14.4508,109.09,9,1,11.56,CM,05/06/2024
131,flying fish cove,-10.4217,105.6791,80.28,89,100,12.66,CX,05/06/2024
132,isafjordur,66.0755,-23.124,46.44,53,75,10.36,IS,05/06/2024
133,nemuro,43.3236,145.575,44.67,97,100,11.32,JP,05/06/2024
134,itoman,26.1247,127.6694,77.02,88,75,3.44,JP,05/06/2024
135,dhidhdhoo,6.8833,73.1,85.46,75,74,12.28,MV,05/06/2024
136,tongchuanshi,35.0806,109.0897,63.27,65,35,2.42,CN,05/06/2024
137,muzaffargarh,30.0754,71.1921,105.82,10,0,1.59,PK,05/06/2024
138,dareda,-4.2167,35.55,69.13,79,93,5.61,TZ,05/06/2024
139,fort bragg,35.139,-79.006,76.82,81,100,9.22,US,05/06/2024
140,quesnel,52.9999,-122.5029,43.99,90,100,2.8,CA,05/06/2024
141,port alfred,-33.5906,26.891,75.18,78,0,7.63,ZA,05/06/2024
142,mccook,40.2019,-100.6257,64.85,87,100,18.41,US,05/06/2024
143,coquimbo,-29.9533,-71.3436,58.87,69,0,2.64,CL,05/06/2024
144,san patricio,28.017,-97.5169,80.49,81,31,14.36,US,05/06/2024
145,keflavik,64.0049,-22.5624,43.23,87,75,20.71,IS,05/06/2024
146,ballina,-28.8667,153.5667,62.78,84,48,12.03,AU,05/06/2024
147,powell,40.1578,-83.0752,68.11,85,0,4.61,US,05/06/2024
148,san ignacio de velasco,-16.3667,-60.95,86.95,53,30,9.24,BO,05/06/2024
149,talnakh,69.4865,88.3972,22.21,92,100,5.77,RU,05/06/2024
150,luderitz,-26.6481,15.1594,68.49,54,0,10.13,NA,05/06/2024
151,borodulikha,50.7184,80.9295,49.84,42,100,9.89,KZ,05/06/2024
152,cold lake,54.4502,-110.2017,41.27,92,100,8.84,CA,05/06/2024
153,klyuchi,52.2667,79.1667,48.13,43,51,3.74,RU,05/06/2024
154,cabo san lucas,22.8909,-109.9124,77.5,39,100,10.11,MX,05/06/2024
155,melfi,40.9965,15.6514,72.84,45,100,9.98,IT,05/06/2024
156,toliara,-23.35,43.6667,78.64,61,0,8.97,MG,05/06/2024
157,manadhoo,5.7667,73.3833,85.48,78,100,8.93,MV,05/06/2024
158,paraiso,9.8383,-83.8656,77.41,64,72,2.08,CR,05/06/2024
159,hermanus,-34.4187,19.2345,76.8,56,0,17.58,ZA,05/06/2024
160,georgetown,5.4112,100.3354,87.73,74,20,3.44,MY,05/06/2024
161,natal,-5.795,-35.2094,88.45,66,75,10.36,BR,05/06/2024
162,port isabel,26.0734,-97.2086,82.44,84,100,13.8,US,05/06/2024
163,cabedelo,-6.9811,-34.8339,88.47,76,100,14.85,BR,05/06/2024
164,sarmiento,-45.5882,-69.07,40.17,72,99,18.54,AR,05/06/2024
165,dalbandin,28.8947,64.4101,94.66,13,31,9.53,PK,05/06/2024
166,lethem,3.3803,-59.7968,78.53,87,100,6.24,GY,05/06/2024
167,kill devil hills,36.0307,-75.676,77.0,81,100,11.5,US,05/06/2024
168,fortuna,40.5982,-124.1573,48.65,91,100,8.99,US,05/06/2024
169,uturoa,-16.7333,-151.4333,82.18,81,15,20.96,PF,05/06/2024
170,touros,-5.1989,-35.4608,87.08,62,84,15.7,BR,05/06/2024
171,sao miguel do araguaia,-13.275,-50.1628,86.79,50,6,11.9,BR,05/06/2024
172,avarua,-21.2078,-159.775,80.65,89,40,13.8,CK,05/06/2024
173,st. paul,44.9444,-93.0933,62.73,59,0,12.66,US,05/06/2024
174,grand falls-windsor,48.9332,-55.6649,56.5,61,100,5.01,CA,05/06/2024
175,beykonak,36.3257,30.303,69.67,59,0,12.39,TR,05/06/2024
176,machico,32.7,-16.7667,76.71,68,20,10.36,PT,05/06/2024
177,vernon,50.2581,-119.2691,51.75,48,99,5.01,CA,05/06/2024
178,bubaque,11.2833,-15.8333,80.15,68,44,10.96,GW,05/06/2024
179,dolores,-36.3132,-57.6792,56.84,95,100,13.71,AR,05/06/2024
180,colonia,50.9333,6.95,62.83,88,75,5.75,DE,05/06/2024
181,hobyo,5.3505,48.5268,85.69,75,100,11.21,SO,05/06/2024
182,abra pampa,-22.7205,-65.697,56.25,14,3,11.05,AR,05/06/2024
183,zeya,53.75,127.2667,52.48,50,10,2.71,RU,05/06/2024
184,kuacjok,8.3002,27.9903,103.57,19,99,5.88,SS,05/06/2024
185,whitehorse,60.7161,-135.0538,34.81,93,100,2.3,CA,05/06/2024
186,walvis bay,-22.9575,14.5053,64.09,54,23,10.76,NA,05/06/2024
187,riano,42.1001,12.5057,75.4,57,76,4.0,IT,05/06/2024
188,constantia,44.1833,28.65,68.68,68,12,17.22,RO,05/06/2024
189,sogndal,61.2283,7.1003,66.58,48,0,4.61,NO,05/06/2024
190,arvika,59.6553,12.5852,54.21,40,49,4.79,SE,05/06/2024
191,al ghayzah,16.2079,52.176,88.43,70,8,16.55,YE,05/06/2024
192,kodiak,57.79,-152.4072,40.51,75,100,0.0,US,05/06/2024
193,vilcun,-38.65,-72.2333,46.85,74,100,15.05,CL,05/06/2024
194,terenos,-20.4422,-54.8603,89.31,42,0,16.11,BR,05/06/2024
195,nichlaul,27.3167,83.7333,92.44,26,0,6.26,IN,05/06/2024
196,puerto aysen,-45.4,-72.7,37.4,96,99,3.42,CL,05/06/2024
197,crane,31.3974,-102.3501,72.25,75,3,11.1,US,05/06/2024
198,libreville,0.3925,9.4537,89.62,74,40,6.91,GA,05/06/2024
199,praia da vitoria,38.7333,-27.0667,64.99,91,100,25.88,PT,05/06/2024
200,severo-yeniseyskiy,60.3725,93.0408,36.57,84,66,13.0,RU,05/06/2024
201,caratinga,-19.7897,-42.1392,73.49,78,91,7.14,BR,05/06/2024
202,andrelandia,-21.7397,-44.3092,76.53,54,4,6.51,BR,05/06/2024
203,rio preto da eva,-2.6994,-59.6997,75.51,99,100,4.83,BR,05/06/2024
204,bensonville,6.4461,-10.6125,80.15,60,100,5.97,LR,05/06/2024
205,kingston,17.997,-76.7936,88.16,70,20,3.44,JM,05/06/2024
206,bocaiuva,-17.1078,-43.815,79.21,60,69,11.18,BR,05/06/2024
207,kapa'a,22.0752,-159.319,73.38,87,100,16.11,US,05/06/2024
